layer,source_emotion,eval_vector_emotion,score
16,happy,angry,-0.38000303506851196
16,happy,happy,-0.27313512563705444
16,happy,sad,0.2059139460325241
16,happy,angry,-0.37689077854156494
16,happy,happy,-0.03990483283996582
16,happy,sad,0.10754324495792389
16,happy,angry,-0.6027073860168457
16,happy,happy,-0.012773014605045319
16,happy,sad,-0.3092142343521118
16,happy,angry,-0.15080749988555908
16,happy,happy,0.3522113561630249
16,happy,sad,-0.4373236894607544
16,happy,angry,-0.3349725008010864
16,happy,happy,-0.00032211095094680786
16,happy,sad,-0.047793492674827576
16,happy,angry,-0.6022264361381531
16,happy,happy,0.11383448541164398
16,happy,sad,-0.10721538215875626
16,happy,angry,-0.48038381338119507
16,happy,happy,0.159566268324852
16,happy,sad,-0.17454856634140015
16,happy,angry,-0.5282185077667236
16,happy,happy,-0.023974396288394928
16,happy,sad,-0.05384444445371628
16,happy,angry,-0.33630847930908203
16,happy,happy,0.46895119547843933
16,happy,sad,-0.2563106417655945
16,happy,angry,-0.776287317276001
16,happy,happy,-0.14026790857315063
16,happy,sad,0.02935406193137169
16,happy,angry,-0.2922934293746948
16,happy,happy,0.22351820766925812
16,happy,sad,-0.19990208745002747
16,happy,angry,-0.6120052933692932
16,happy,happy,0.2043781876564026
16,happy,sad,0.05630902573466301
16,happy,angry,-0.5745491981506348
16,happy,happy,0.02414683997631073
16,happy,sad,0.044801026582717896
16,happy,angry,-0.3778091073036194
16,happy,happy,0.14773906767368317
16,happy,sad,-0.11198757588863373
16,happy,angry,-0.6437510848045349
16,happy,happy,-0.04771754890680313
16,happy,sad,0.16858968138694763
16,happy,angry,-0.5328320264816284
16,happy,happy,0.14981426298618317
16,happy,sad,-0.25145795941352844
16,happy,angry,-0.604648232460022
16,happy,happy,0.06727706640958786
16,happy,sad,-0.08414724469184875
16,happy,angry,-0.487529993057251
16,happy,happy,-0.02519892156124115
16,happy,sad,0.059584297239780426
16,happy,angry,-0.5756916999816895
16,happy,happy,0.13812178373336792
16,happy,sad,0.07246967405080795
16,happy,angry,-0.7329425811767578
16,happy,happy,-0.006235986948013306
16,happy,sad,-0.03769047185778618
16,happy,angry,-0.47905629873275757
